5.0	4.0	0
4.999757	4.000064	0
4.99903	4.000255	0
4.9978169999999995	4.000573	0
4.996122	4.001017	0
4.993944	4.001586	0
4.991287	4.002278	0
4.988152	4.00309	0
4.984543	4.004021	0
4.980461	4.005068	0
4.975912	4.006228	0
4.970899	4.007498	0
4.965427	4.008873	0
4.9595	4.01035	0
4.953124	4.011926	0
4.946305	4.013594	0
4.939049	4.015352	0
4.931362	4.017195	0
4.923252	4.019116	0
4.914726	4.021112	0
4.905792	4.023177	0
4.896458	4.025305	0
4.8867329999999995	4.027492	0
4.876626	4.029731	0
4.866146	4.032018	0
4.855303	4.034346	0
4.844107	4.036709	0
4.8325700000000005	4.039103	0
4.820701	4.041521	0
4.808512	4.043957	0
4.796015	4.046407	0
4.783221	4.048863	0
4.770144	4.051321	0
4.756794	4.053774	0
4.743186	4.056217	0
4.7293330000000005	4.058645	0
4.715247	4.061052	0
4.700943	4.063432	0
4.686434	4.06578	0
4.671735	4.068091	0
4.656859	4.070359	0
4.6418230000000005	4.072579	0
4.62664	4.074745	0
4.611325	4.076853	0
4.595893	4.078898	0
4.580361	4.080875	0
4.564743	4.082778	0
4.549054	4.084604	0
4.533311	4.086347	0
4.51753	4.088003	0
4.501725	4.089568	0
4.485914	4.091038	0
4.470111	4.092408	0
4.454334	4.093675	0
4.438597	4.094836	0
4.422918	4.095886	0
4.407312	4.096823	0
4.391794	4.097645	0
4.3763819999999996	4.098347	0
4.36109	4.098928	0
4.345934	4.099386	0
4.33093	4.099719	0
4.316094	4.099926	0
4.30144	4.100006	0
4.286423	4.099894	0
4.271569	4.0995	0
4.256959	4.098832	0
4.242609	4.097897	0
4.22854	4.096706	0
4.214767	4.095268	0
4.201307	4.093594	0
4.188178	4.091696	0
4.175395	4.089585	0
4.162972	4.087276	0
4.150925	4.084782	0
4.139268	4.082116	0
4.128013	4.079292	0
4.117173	4.076326	0
4.106759	4.073231	0
4.096783	4.070024	0
4.087255	4.066718	0
4.078185	4.063329	0
4.06958	4.059871	0
4.061449	4.05636	0
4.053799	4.052808	0
4.046637	4.049231	0
4.039967	4.045642	0
4.033796	4.042053	0
4.028128	4.038477	0
4.022965	4.034926	0
4.018312	4.03141	0
4.01417	4.02794	0
4.010542	4.024524	0
4.007428	4.021173	0
4.004828	4.017893	0
4.002743	4.01469	0
4.001173	4.01157	0
4.000115	4.008539	0
3.999569	4.005598	0
3.999531	4.002752	0
4.0	4.0	0
4.000962	3.99738	0
4.002405	3.994927	0
4.004323	3.992641	0
4.006713	3.990519	0
4.009568	3.98856	0
4.012885	3.986761	0
4.016656	3.98512	0
4.020875	3.983634	0
4.025536	3.982298	0
4.030631	3.98111	0
4.036154	3.980063	0
4.042096	3.979153	0
4.048449	3.978376	0
4.055206	3.977725	0
4.062357	3.977194	0
4.069894	3.976776	0
4.077809	3.976466	0
4.086092	3.976256	0
4.094735	3.976138	0
4.103728	3.976105	0
4.113062	3.976149	0
4.122727	3.976262	0
4.132716	3.976435	0
4.143019	3.976659	0
4.153625	3.976926	0
4.164528	3.977226	0
4.175716	3.977549	0
4.187181	3.977888	0
4.198915	3.978231	0
4.210907	3.97857	0
4.22315	3.978894	0
4.235634	3.979194	0
4.248349	3.97946	0
4.261288	3.979683	0
4.27444	3.979852	0
4.287797	3.979959	0
4.301412	3.979994	0
4.3157820000000005	3.980032	0
4.330332	3.980127	0
4.345049	3.980276	0
4.359919	3.980474	0
4.374929	3.980719	0
4.390063	3.981006	0
4.405307	3.981331	0
4.420648	3.981692	0
4.436069	3.982085	0
4.451558	3.982506	0
4.467098	3.982951	0
4.482676	3.983417	0
4.498275	3.983901	0
4.513881	3.9844	0
4.529479	3.984911	0
4.545054	3.985431	0
4.560591	3.985958	0
4.576074	3.986488	0
4.591488	3.987019	0
4.606818	3.987551	0
4.62205	3.988079	0
4.637168	3.988604	0
4.652158	3.989123	0
4.667003	3.989634	0
4.681691	3.990137	0
4.696205	3.990631	0
4.710532	3.991115	0
4.724658	3.991587	0
4.738567	3.992048	0
4.752247	3.992497	0
4.765683	3.992934	0
4.778862	3.993357	0
4.79177	3.993768	0
4.8043949999999995	3.994166	0
4.816723	3.994551	0
4.828742	3.994922	0
4.84044	3.995281	0
4.851804	3.995626	0
4.862823	3.995959	0
4.873485	3.996279	0
4.88378	3.996586	0
4.8936969999999995	3.99688	0
4.903225	3.997161	0
4.912354	3.99743	0
4.921076	3.997686	0
4.92938	3.997929	0
4.937258	3.99816	0
4.944701	3.998377	0
4.951703	3.998582	0
4.958255	3.998773	0
4.96435	3.998951	0
4.969982	3.999116	0
4.975144	3.999268	0
4.979832	3.999405	0
4.984041	3.999529	0
4.987765	3.999639	0
4.991	3.999734	0
4.9937439999999995	3.999815	0
4.995993	3.999881	0
4.997745	3.999933	0
4.998997	3.99997	0
4.9997489999999996	3.999993	0
5.0	4.0	0
